pdiff,is_away_b2b,is_home_b2b,win
-3.0,95.5,46.0,1
-2.0,49.0,49.0,-13
2.0,48.5,49.0,-8
-14.0,47.0,45.5,-6
-5.0,48.0,48.0,5
-14.0,49.0,24.0,3
-10.0,76.5,48.0,1
12.0,78.0,47.0,-15
-17.0,24.0,73.5,6
-14.0,48.5,73.5,-5
8.0,47.0,48.0,-13
-8.0,0.0,0.0,-18
-8.0,0.0,0.0,17
7.0,0.0,0.0,1
-5.0,0.0,0.0,16
10.0,0.0,0.0,2
0.0,0.0,0.0,10
-4.0,0.0,0.0,12
10.0,0.0,0.0,4
4.0,0.0,0.0,12
-31.0,0.0,0.0,-24
14.0,23.5,0.0,20
-6.0,0.0,0.0,17
-17.0,0.0,0.0,-18
12.0,0.0,0.0,7
-6.0,22.5,0.0,-11
23.0,24.0,0.0,-5
-1.0,23.5,48.5,18
11.0,24.0,0.0,3
-18.0,23.0,24.0,6
14.0,23.5,47.0,-7
8.0,24.0,48.0,-6
1.0,47.0,48.0,-8
-7.0,24.0,48.5,-7
-8.0,49.5,49.5,12
6.0,74.0,48.0,5
10.0,47.5,48.0,9
-6.0,24.5,72.0,10
7.0,24.0,72.0,-2
1.0,72.0,47.5,-12
17.0,24.0,72.5,23
8.0,72.5,71.0,14
-34.0,24.0,48.0,-1
2.0,46.5,95.0,-5
-10.0,71.0,45.5,11
6.0,71.5,48.0,-13
2.0,71.5,22.5,-18
-12.0,23.0,48.5,27
2.0,22.5,48.0,11
7.0,42.5,42.0,-6
-4.0,24.0,24.0,5
-14.0,25.5,72.5,3
-27.0,23.5,48.0,-5
9.0,48.5,49.0,31
1.0,49.5,50.5,5
6.0,29.5,50.0,-5
5.0,50.5,31.0,6
-5.0,50.0,50.0,12
-5.0,48.0,49.0,-11
11.0,74.0,73.0,8
4.0,73.0,72.5,-6
-14.0,74.5,73.0,-6
-7.0,24.5,49.5,-17
-2.0,48.5,24.0,9
-6.0,73.5,48.0,-15
-24.0,99.0,49.0,19
9.0,24.0,49.5,12
-5.0,24.0,47.0,-3
17.0,96.5,48.0,-7
4.0,23.5,23.0,7
15.0,24.0,97.0,3
10.0,48.0,73.5,17
-27.0,24.0,25.0,-9
-8.0,23.0,48.0,-2
16.0,49.0,22.5,-11
-6.0,49.0,49.0,22
15.0,98.0,119.5,2
-12.0,23.0,46.5,2
-2.0,25.0,24.5,2
0.0,23.5,48.5,17
-11.0,74.0,48.5,21
1.0,47.5,48.0,3
14.0,48.0,48.0,11
12.0,46.5,48.0,3
-8.0,49.5,48.5,-9
11.0,47.5,48.0,3
-2.0,47.0,72.5,-2
23.0,47.5,48.0,9
-19.0,47.0,48.0,-3
14.0,47.0,48.0,-2
8.0,47.5,48.0,19
1.0,22.5,48.0,-23
2.0,24.0,24.5,7
22.0,24.5,25.0,-5
-9.0,69.5,48.0,-11
2.0,23.5,23.5,-7
17.0,41.0,65.0,4
13.0,24.5,72.5,10
-3.0,24.5,25.0,1
5.0,96.5,48.5,-1
-6.0,44.5,44.0,8
0.0,24.0,46.5,-9
4.0,45.0,46.5,-1
-5.0,50.5,119.0,15
-4.0,46.0,47.0,8
-3.0,24.0,47.0,12
-16.0,46.5,29.5,16
2.0,48.0,47.5,32
16.0,26.0,48.0,11
11.0,46.5,68.5,7
-3.0,25.0,48.0,11
-1.0,50.0,55.0,-4
-2.0,48.0,48.0,-6
1.0,49.5,49.0,8
9.0,24.0,50.5,-13
-2.0,46.5,71.5,5
-1.0,49.0,71.5,7
-15.0,48.5,49.0,2
-6.0,52.0,48.5,4
-9.0,48.5,48.0,3
4.0,23.5,95.5,-15
16.0,23.0,72.0,-17
2.0,48.5,72.0,-6
-20.0,98.0,98.5,-12
3.0,24.0,49.0,7
-20.0,24.0,48.0,-2
9.0,77.5,73.0,8
-9.0,47.0,96.0,4
-2.0,97.5,48.0,53
12.0,25.5,48.0,8
-2.0,47.5,48.0,1
-17.0,72.0,48.5,-7
-8.0,48.0,48.0,11
-14.0,96.5,48.0,-1
5.0,23.5,46.0,1
-7.0,46.0,47.5,-21
-8.0,71.5,50.0,-13
15.0,46.0,48.0,48
-11.0,48.0,48.0,-2
-10.0,49.0,48.5,-7
16.0,71.0,47.5,16
9.0,71.0,48.0,-8
23.0,25.0,48.0,-9
21.0,24.0,24.0,33
13.0,24.5,48.0,14
12.0,25.5,48.0,25
-7.0,25.5,120.0,13
-8.0,24.0,48.0,7
-15.0,47.5,73.0,10
-8.0,24.0,50.0,3
3.0,24.0,47.5,18
-14.0,24.0,72.0,5
-17.0,23.0,47.5,-21
6.0,47.0,46.5,-7
-15.0,42.0,41.5,16
-12.0,47.0,47.0,-4
-14.0,45.0,72.0,-4
4.0,25.5,45.5,-12
4.0,46.5,44.5,-27
8.0,30.0,47.5,-9
-5.0,48.5,47.5,-14
-15.0,50.5,48.0,-16
-10.0,25.0,48.0,26
-13.0,74.0,48.0,9
5.0,72.5,46.5,25
-7.0,46.0,72.0,-5
4.0,55.0,50.0,4
-3.0,24.0,72.0,-6
6.0,50.0,73.5,17
10.0,23.5,48.0,-4
6.0,46.5,48.0,-2
10.0,24.0,50.0,7
-8.0,48.0,48.0,-2
8.0,26.0,49.5,-6
-6.0,48.0,95.0,2
-3.0,24.0,95.5,16
4.0,44.5,47.5,-24
3.0,47.5,46.5,-11
7.0,47.5,96.0,4
-4.0,48.0,96.0,-3
-6.0,25.0,72.5,-17
-22.0,72.0,48.5,15
-13.0,48.0,72.0,10
-6.0,48.0,48.0,-5
1.0,47.0,49.5,34
3.0,71.0,48.0,20
15.0,73.5,121.0,13
-2.0,49.0,48.5,17
-20.0,49.0,48.0,-29
-9.0,48.5,47.0,-2
-11.0,47.5,48.0,-26
-32.0,24.0,96.5,18
10.0,48.0,48.0,42
-17.0,49.0,49.0,13
9.0,24.0,23.5,-17
7.0,23.5,70.5,3
-15.0,24.0,72.0,-23
-2.0,24.5,25.0,-11
-12.0,45.5,24.0,-12
-12.0,24.5,71.5,8
10.0,47.0,24.0,-7
3.0,24.5,24.5,12
-1.0,24.0,22.5,-12
10.0,43.5,46.0,-6
-6.0,48.5,49.0,-7
-9.0,70.0,46.0,16
-4.0,47.0,23.0,1
-21.0,44.5,47.0,-5
-2.0,25.0,25.0,-21
3.0,48.0,47.5,32
2.0,49.5,48.5,-11
17.0,48.5,48.0,5
13.0,25.0,47.5,-10
-9.0,48.5,48.0,4
-20.0,70.5,48.0,-2
-16.0,24.0,47.5,5
-16.0,48.5,49.5,-17
-11.0,96.5,71.5,12
3.0,72.0,71.0,-10
4.0,95.5,70.5,-4
-12.0,48.0,24.5,-11
15.0,48.0,48.0,-8
17.0,24.0,48.0,26
10.0,47.5,47.0,7
-1.0,48.5,23.5,-6
8.0,24.0,48.0,13
2.0,76.5,73.0,-6
-7.0,24.0,96.0,-17
-6.0,47.0,73.0,15
-6.0,23.5,48.0,-15
-2.0,94.5,48.0,-8
8.0,24.0,49.5,8
9.0,48.0,96.0,6
-10.0,71.5,48.0,9
-22.0,64.0,115.0,-7
-12.0,48.0,48.0,-5
-8.0,48.0,48.0,25
11.0,47.5,48.0,-16
1.0,48.5,48.0,-17
-12.0,49.0,47.5,15
12.0,50.5,48.0,-1
5.0,48.5,48.0,27
-8.0,47.5,51.0,-13
8.0,48.5,48.0,8
4.0,48.0,48.0,-4
-12.0,24.5,24.0,30
15.0,23.5,72.5,12
-13.0,25.0,25.5,-14
2.0,23.5,72.0,-7
-5.0,25.0,73.0,-16
-6.0,23.5,72.0,3
-8.0,40.5,48.0,-22
-17.0,50.0,92.0,-18
-11.0,44.5,44.0,-11
-5.0,50.0,47.0,7
-10.0,120.0,47.5,-7
3.0,48.0,47.0,-3
2.0,46.5,47.0,14
2.0,44.0,45.5,-12
19.0,25.5,49.5,26
-5.0,30.0,48.0,-6
-4.0,72.0,48.0,-2
-4.0,23.5,48.0,21
-7.0,54.5,72.0,4
21.0,73.0,53.0,-3
19.0,70.0,71.5,3
16.0,48.0,24.0,-2
6.0,46.0,52.0,-10
6.0,50.5,55.0,1
7.0,96.0,73.0,8
-14.0,52.5,48.0,-5
15.0,73.5,49.0,17
-5.0,48.5,52.0,-8
-6.0,24.0,24.0,7
-3.0,48.5,24.0,2
-17.0,23.0,95.5,-7
10.0,74.0,95.0,9
-4.0,24.0,48.0,28
8.0,24.0,48.5,-10
-6.0,24.0,25.0,-2
-15.0,49.0,45.5,-8
-3.0,23.0,48.0,-19
-3.0,23.5,48.0,16
14.0,50.5,48.0,27
-23.0,49.0,48.5,-3
-9.0,49.0,49.0,6
0.0,48.5,48.0,17
12.0,48.0,48.0,-23
14.0,23.0,48.0,1
-13.0,71.5,48.5,-12
-10.0,48.5,48.0,-6
-6.0,49.0,48.5,24
-20.0,48.0,48.0,-2
7.0,71.0,47.0,-12
1.0,24.0,72.0,1
-9.0,23.5,46.5,-14
-9.0,46.5,48.0,-5
-9.0,70.0,48.0,30
5.0,45.5,73.0,-10
3.0,24.5,72.0,-7
-6.0,23.5,24.0,5
4.0,48.0,72.0,20
-11.0,25.0,24.0,-9
20.0,24.5,24.5,22
-13.0,44.5,44.0,12
3.0,42.0,41.5,8
6.0,47.0,47.0,23
10.0,47.0,22.5,-2
-3.0,23.0,50.0,-17
-3.0,45.5,46.0,16
1.0,69.5,48.5,-4
-9.0,72.0,72.0,-22
6.0,27.5,69.0,-16
-7.0,50.5,48.0,1
-29.0,48.0,47.5,-16
-2.0,73.0,48.0,9
-1.0,28.0,72.0,5
-3.0,30.0,30.0,1
9.0,23.5,23.5,4
16.0,48.0,49.5,-12
0.0,24.5,49.0,3
-3.0,48.5,50.0,9
12.0,48.5,46.5,11
1.0,48.5,50.0,13
13.0,51.0,22.5,-6
-6.0,72.5,23.0,4
-10.0,96.0,48.5,16
17.0,48.5,96.0,25
5.0,48.0,120.0,9
-2.0,24.0,24.0,5
5.0,25.5,51.0,20
9.0,98.5,50.5,12
-8.0,44.5,48.0,-7
-2.0,24.5,48.0,8
14.0,48.0,93.0,-2
17.0,24.5,23.5,14
-18.0,49.0,48.0,9
-8.0,24.0,48.0,-4
-18.0,48.5,48.0,6
9.0,47.0,48.5,-6
2.0,48.0,47.5,18
32.0,47.0,47.0,9
-7.0,49.0,72.0,6
-8.0,24.0,48.0,-19
-11.0,24.0,48.0,5
8.0,73.5,72.0,-2
8.0,71.0,49.0,-2
6.0,48.5,72.5,12
1.0,46.5,72.0,-5
-10.0,48.0,48.0,8
0.0,23.5,23.0,-27
-16.0,63.5,66.0,-7
2.0,69.5,45.5,12
9.0,24.0,23.5,-10
-12.0,24.5,95.5,5
18.0,23.5,23.5,1
5.0,23.5,24.0,-5
-6.0,25.0,47.5,-5
-2.0,46.5,24.0,-8
-21.0,47.0,45.0,-18
-12.0,45.5,47.0,-6
-14.0,28.0,46.0,-6
-14.0,48.0,48.0,-5
-18.0,46.0,47.0,24
-5.0,45.0,47.0,9
-29.0,25.5,48.5,7
9.0,48.0,71.0,9
-1.0,24.0,48.0,19
1.0,48.5,51.0,22
3.0,71.5,47.5,-18
19.0,49.5,26.0,-2
-18.0,26.0,51.0,13
-6.0,48.5,24.0,13
4.0,49.5,72.5,-4
-19.0,50.0,72.5,7
1.0,50.0,50.0,8
-10.0,78.0,48.5,-20
4.0,51.5,72.5,-12
9.0,48.0,49.0,14
-11.0,48.0,48.5,17
-9.0,46.0,48.0,-5
21.0,47.5,48.0,-29
-2.0,98.5,74.5,-4
5.0,23.5,45.0,-11
8.0,51.5,48.0,2
-1.0,23.5,24.0,-18
-5.0,49.0,48.0,7
10.0,24.5,46.5,-1
0.0,24.5,48.5,16
31.0,48.0,72.5,6
21.0,48.0,50.5,5
5.0,48.5,22.0,-9
5.0,24.0,47.5,-1
12.0,72.5,48.0,16
9.0,47.5,48.5,4
-1.0,46.5,46.5,3
1.0,47.5,48.0,-10
4.0,24.0,99.5,-1
-24.0,24.0,47.5,-6
4.0,72.5,48.0,-2
9.0,47.5,47.5,-7
-2.0,48.0,96.0,-18
18.0,46.0,47.5,-10
3.0,24.0,24.0,18
-7.0,24.5,73.0,6
7.0,70.5,24.0,3
15.0,73.0,47.5,-7
12.0,48.5,25.5,4
13.0,23.0,46.5,-26
-23.0,66.0,41.0,-9
-1.0,46.5,46.5,5
16.0,44.5,45.0,14
1.0,46.5,46.5,16
-11.0,22.0,47.5,-4
-7.0,24.0,44.5,-2
8.0,47.0,47.0,-8
0.0,43.5,68.0,7
14.0,26.5,44.0,10
-17.0,29.0,46.5,-12
17.0,28.5,72.0,9
-1.0,46.0,48.0,28
8.0,48.5,48.0,-3
17.0,28.5,96.0,20
18.0,49.0,48.0,15
-4.0,49.0,27.5,-6
1.0,46.0,48.0,7
-14.0,23.0,23.0,3
-1.0,24.5,49.5,6
26.0,48.0,50.5,21
-4.0,48.0,48.0,12
-17.0,24.0,52.5,10
-2.0,49.5,49.5,-4
-10.0,25.0,69.5,-7
6.0,24.0,49.0,-4
11.0,49.0,49.0,5
13.0,24.5,51.0,9
-25.0,23.0,49.0,-8
22.0,45.5,49.0,20
-10.0,48.0,51.0,14
-13.0,46.0,45.5,10
-6.0,41.0,92.5,-11
12.0,42.5,66.0,-8
-2.0,71.5,72.0,-30
-5.0,65.5,66.0,-2
1.0,24.5,71.5,4
18.0,74.0,73.5,4
7.0,72.5,121.5,10
-10.0,96.0,96.0,-6
-5.0,29.5,73.0,7
-9.0,72.0,29.5,23
-3.0,26.0,72.0,-9
-13.0,74.5,74.0,21
-14.0,73.0,95.5,-9
6.0,24.5,31.0,-25
19.0,24.0,48.0,7
-6.0,24.0,23.0,-8
29.0,25.5,48.0,13
2.0,115.5,41.0,-12
3.0,23.5,50.5,-8
2.0,25.0,25.0,-5
9.0,58.0,24.0,6
-1.0,23.0,121.0,17
-3.0,30.0,55.0,13
8.0,45.0,45.5,-23
5.0,47.5,47.0,5
1.0,29.5,48.0,-14
-14.0,47.5,49.0,-9
-1.0,23.0,47.0,22
0.0,47.0,47.0,4
5.0,45.5,47.5,8
10.0,46.5,48.0,-10
11.0,49.0,25.0,-1
-23.0,47.0,47.0,-2
5.0,49.5,55.0,4
-10.0,48.5,48.0,-1
-21.0,51.0,71.0,8
17.0,24.5,25.0,-14
4.0,24.5,49.0,27
6.0,47.5,48.0,-8
14.0,73.5,72.0,40
-10.0,49.0,72.5,8
-11.0,46.5,72.0,4
5.0,50.5,23.5,-23
-15.0,49.0,49.0,5
14.0,70.5,22.5,6
0.0,41.5,90.0,22
19.0,48.0,23.5,-16
3.0,48.0,47.0,19
-2.0,43.5,44.0,11
16.0,69.0,43.5,21
-18.0,24.0,72.5,3
5.0,23.0,23.0,2
16.0,47.0,48.0,5
-12.0,31.0,47.0,-3
-1.0,71.0,54.5,-18
-9.0,48.0,48.0,-4
12.0,72.5,72.0,21
2.0,74.5,73.5,-3
-4.0,53.5,49.5,-3
-5.0,49.0,49.0,28
-15.0,72.5,49.5,-16
-1.0,71.5,48.0,7
6.0,71.0,72.0,-2
11.0,70.5,49.0,16
9.0,73.5,72.0,-6
22.0,24.5,48.0,5
8.0,22.5,49.0,29
7.0,77.0,24.0,36
4.0,25.5,76.5,36
-14.0,23.0,48.0,-12
6.0,24.0,24.0,-8
-3.0,25.0,96.0,-8
11.0,24.5,73.5,9
13.0,41.5,42.0,-19
6.0,70.0,46.5,19
1.0,49.0,47.0,1
-4.0,47.0,22.0,4
-4.0,47.0,48.0,-13
9.0,45.5,47.0,16
-5.0,48.5,47.5,-9
4.0,30.5,25.5,-8
14.0,48.0,48.0,9
21.0,74.5,72.0,26
14.0,48.5,48.0,-9
7.0,24.5,47.0,22
-18.0,47.0,48.0,-9
6.0,47.5,72.0,-7
-11.0,30.0,44.5,3
-10.0,24.5,48.0,4
3.0,23.5,49.0,-4
-19.0,48.0,48.5,-6
2.0,50.5,72.0,-1
-5.0,47.5,45.0,10
5.0,48.0,48.0,-8
20.0,47.0,48.0,-20
2.0,47.0,47.5,4
6.0,47.0,48.0,-12
-5.0,24.0,49.0,-13
-5.0,98.0,49.0,3
18.0,49.5,48.0,15
7.0,48.5,48.0,25
-26.0,25.5,49.5,-2
8.0,23.0,48.0,-20
4.0,47.5,76.0,21
6.0,47.0,47.0,10
-17.0,25.0,25.0,-24
-11.0,100.5,72.5,16
0.0,24.5,95.5,-8
2.0,48.5,48.0,-2
13.0,48.0,47.0,-3
3.0,51.5,48.0,18
-1.0,47.5,44.5,4
-11.0,49.5,48.0,17
7.0,47.0,49.5,14
5.0,48.5,49.0,11
-6.0,48.0,46.0,5
-6.0,49.0,48.0,-10
-6.0,47.0,72.0,5
-25.0,48.0,49.0,16
27.0,23.5,24.0,8
1.0,24.0,24.0,5
6.0,24.0,48.0,15
6.0,67.0,65.0,20
-20.0,23.5,23.5,-15
-14.0,41.5,41.0,-28
4.0,24.5,24.0,1
-21.0,23.5,47.5,11
5.0,24.5,48.0,13
-4.0,43.0,43.5,31
6.0,65.0,24.0,-14
10.0,23.5,47.0,-12
-16.0,45.5,46.0,12
-14.0,46.5,47.0,19
-3.0,71.5,48.0,8
-3.0,47.5,48.0,-14
11.0,46.0,48.0,-7
-1.0,48.0,48.0,-3
11.0,71.0,71.5,-9
-1.0,55.0,49.0,-3
10.0,52.0,71.5,-18
0.0,48.0,51.0,7
-1.0,78.5,49.0,-4
-15.0,94.5,73.0,-11
-11.0,71.0,52.0,8
7.0,25.0,48.5,-14
7.0,73.5,48.0,-11
25.0,25.0,48.0,-6
-3.0,24.0,102.0,-5
5.0,23.0,119.0,7
3.0,48.0,48.0,-11
16.0,24.0,25.5,15
3.0,47.5,47.0,7
-17.0,79.0,73.0,-6
2.0,24.5,48.0,16
12.0,144.0,25.0,11
-14.0,49.5,48.0,-7
4.0,122.0,115.0,16
-22.0,47.5,47.5,-16
-5.0,47.5,47.5,8
-7.0,47.5,72.0,-2
-7.0,24.0,48.0,-5
-21.0,45.5,24.0,12
13.0,47.5,48.0,-10
0.0,47.5,47.5,15
26.0,74.0,72.0,11
-1.0,47.5,72.0,-12
18.0,46.0,49.5,14
12.0,47.5,48.0,-21
2.0,22.5,72.0,9
-8.0,47.5,47.0,-22
8.0,25.0,25.0,-9
29.0,24.5,24.5,-8
6.0,24.0,72.0,9
18.0,24.0,24.5,-8
3.0,24.5,24.5,18
-9.0,24.0,48.0,-25
8.0,24.5,26.0,4
-7.0,23.5,24.0,-9
15.0,46.0,47.0,-28
6.0,46.0,46.5,20
2.0,44.5,44.0,-2
-13.0,43.0,42.5,11
17.0,41.0,43.0,25
-8.0,47.5,69.0,14
11.0,43.0,44.0,43
9.0,46.5,45.5,12
7.0,68.0,41.5,9
-3.0,68.5,44.0,-8
-10.0,28.5,101.0,-3
-12.0,26.0,98.5,7
14.0,73.0,73.0,15
-10.0,48.0,49.0,4
-6.0,42.5,42.0,35
-2.0,50.0,29.0,-10
5.0,49.5,93.5,-8
-6.0,50.0,53.0,19
4.0,23.5,53.0,2
12.0,72.0,47.5,14
-5.0,73.5,53.0,10
9.0,53.0,54.5,13
-7.0,48.0,51.0,6
-13.0,51.0,54.0,-23
3.0,46.0,50.5,16
12.0,49.5,53.0,-7
24.0,47.0,47.0,5
-5.0,98.0,48.0,-3
1.0,24.5,54.0,-2
14.0,47.0,72.5,23
2.0,24.5,79.0,39
-7.0,25.0,72.0,-2
-10.0,78.5,25.0,-1
-3.0,47.5,48.0,10
9.0,48.5,48.5,39
-21.0,24.0,48.0,-4
6.0,23.0,72.0,-1
17.0,48.5,48.0,25
2.0,48.0,48.5,2
-15.0,48.0,48.0,-8
-20.0,48.0,48.5,7
-2.0,47.0,48.0,-5
6.0,46.5,48.0,-2
8.0,48.5,24.5,14
14.0,23.5,23.5,5
-5.0,25.0,72.0,18
-11.0,72.0,47.5,15
-7.0,74.0,48.0,7
-3.0,46.5,49.0,35
5.0,46.0,46.5,12
21.0,41.5,41.0,-12
18.0,44.0,44.0,10
9.0,22.0,47.0,-2
17.0,47.0,45.5,3
-8.0,48.5,49.0,-12
2.0,46.0,46.0,3
12.0,46.5,46.5,-7
7.0,67.5,45.0,-20
13.0,23.5,46.5,6
-1.0,23.5,48.0,4
1.0,26.5,28.5,4
-13.0,26.0,48.0,9
0.0,48.0,26.0,25
8.0,26.0,28.5,8
2.0,25.0,48.0,-9
3.0,24.5,50.5,-19
-8.0,52.0,48.5,-8
-5.0,57.5,50.5,-2
-6.0,48.0,49.0,-13
3.0,50.5,49.0,-6
6.0,48.5,54.5,-7
-12.0,95.0,74.0,11
24.0,93.0,23.5,5
7.0,23.5,70.5,5
-12.0,47.0,48.0,12
-3.0,45.5,48.0,-8
-5.0,48.0,97.0,8
-3.0,23.5,47.0,20
17.0,24.0,76.5,8
3.0,97.5,73.5,9
5.0,117.0,24.5,17
-5.0,46.5,48.0,-5
8.0,23.0,48.0,21
-22.0,48.0,48.0,5
-8.0,24.0,47.5,30
16.0,47.5,71.0,-15
3.0,48.5,47.5,6
-8.0,47.5,47.5,-6
0.0,48.0,47.5,-5
14.0,48.0,48.5,11
0.0,48.0,72.5,-21
-4.0,47.0,48.0,5
15.0,47.0,48.0,9
-8.0,24.0,48.0,6
-15.0,70.5,48.0,10
-10.0,24.5,24.0,6
1.0,72.5,49.0,-18
-2.0,24.0,72.5,13
3.0,24.0,25.5,19
-1.0,23.5,48.0,-5
2.0,72.0,48.0,11
5.0,25.0,49.5,7
-26.0,24.5,25.0,-16
10.0,23.0,48.0,-15
1.0,25.0,72.5,-20
-8.0,23.5,68.5,-4
-1.0,41.0,41.5,-8
-9.0,63.5,67.0,12
-2.0,46.5,72.0,2
11.0,47.5,47.0,13
13.0,48.5,49.5,6
10.0,48.5,72.0,15
-15.0,49.0,48.0,7
16.0,49.0,46.5,-1
10.0,47.0,48.5,-7
-8.0,46.0,48.0,-4
5.0,54.5,72.0,17
-9.0,54.5,53.5,-11
-3.0,70.0,24.0,7
-12.0,97.0,73.5,1
-17.0,71.5,75.0,-25
-4.0,48.5,47.5,9
-6.0,24.5,24.0,4
16.0,50.0,24.5,14
-14.0,117.5,96.5,11
-7.0,23.5,96.0,5
-5.0,78.0,48.5,8
-13.0,24.5,47.5,1
7.0,48.0,48.0,-11
-3.0,48.5,95.5,7
0.0,48.0,48.0,-16
4.0,48.0,23.0,-10
8.0,23.5,72.0,7
7.0,72.5,73.0,11
-24.0,73.5,48.5,21
-1.0,23.5,48.0,-23
-24.0,45.0,48.0,8
-3.0,72.5,48.0,11
14.0,71.5,47.5,4
0.0,48.0,48.5,10
13.0,48.0,48.0,6
-15.0,23.0,48.0,4
-10.0,47.0,48.0,1
-7.0,48.0,48.0,-3
11.0,47.0,46.5,6
12.0,48.0,22.5,7
7.0,49.5,49.0,13
-2.0,23.0,47.5,16
11.0,46.0,46.5,10
-5.0,25.0,24.5,3
-19.0,71.0,23.0,-35
-26.0,24.0,24.5,-14
-2.0,48.5,24.0,8
2.0,47.0,24.0,12
-8.0,24.0,48.0,37
6.0,47.0,22.5,-1
14.0,44.5,44.5,15
18.0,46.0,46.5,-11
18.0,22.5,47.0,-11
5.0,46.5,46.0,6
-11.0,42.0,41.0,23
-11.0,23.0,47.0,-1
-14.0,48.0,24.0,2
-3.0,45.5,48.0,5
-6.0,31.5,48.0,-17
10.0,32.0,73.5,-10
-9.0,24.0,25.0,-2
10.0,48.0,70.0,14
-10.0,49.0,47.5,6
-5.0,26.0,26.0,-12
1.0,47.0,49.0,-4
-14.0,47.5,47.5,-5
-14.0,25.0,48.0,16
22.0,47.0,50.0,18
-1.0,49.0,49.0,-28
-6.0,25.5,55.0,-10
-7.0,24.0,50.0,9
6.0,49.0,47.0,-9
7.0,47.5,95.0,1
13.0,48.5,76.5,20
-1.0,48.5,48.0,5
-2.0,48.5,24.5,-17
-1.0,26.5,50.0,15
-5.0,24.0,48.0,8
-29.0,49.0,48.0,-3
4.0,49.0,48.0,-13
-2.0,24.0,47.0,16
20.0,47.5,48.0,6
-10.0,23.5,75.0,16
8.0,48.5,72.5,2
8.0,24.0,48.0,15
-1.0,195.0,192.0,4
-5.0,191.5,192.0,15
-12.0,216.0,216.0,-25
-7.0,214.0,24.5,11
-16.0,191.5,216.0,9
9.0,24.0,218.5,11
-5.0,242.5,216.5,-9
-11.0,238.0,216.5,8
-26.0,240.0,216.0,2
-10.0,215.5,216.5,-24
8.0,215.0,216.0,11
4.0,215.0,264.0,-11
0.0,218.5,218.0,8
12.0,215.0,216.5,16
-17.0,192.0,216.5,-38
8.0,24.0,24.5,5
9.0,47.0,264.0,-7
3.0,24.5,23.5,22
7.0,24.0,47.5,27
-2.0,24.5,24.0,-14
-4.0,24.5,47.0,11
9.0,43.5,44.0,17
-18.0,43.5,47.0,6
0.0,47.5,47.0,7
2.0,44.0,43.0,-11
-23.0,41.0,41.5,-18
-10.0,46.5,24.0,25
8.0,47.0,47.0,5
-8.0,265.0,48.0,-6
27.0,28.5,48.0,16
1.0,70.5,26.0,-28
20.0,72.0,48.0,11
9.0,25.5,48.5,-3
-2.0,25.5,48.0,11
-2.0,48.0,48.5,3
14.0,23.5,49.0,-5
-6.0,70.5,72.0,9
-4.0,24.5,49.0,7
-8.0,54.5,52.0,-9
-3.0,50.0,49.0,13
-20.0,49.0,51.5,-7
-8.0,23.0,76.0,17
9.0,78.5,46.5,21
17.0,72.5,48.0,-12
-8.0,48.0,48.0,-14
1.0,45.5,48.0,5
-8.0,48.5,48.0,16
-9.0,25.0,48.0,20
-2.0,47.0,48.0,6
10.0,47.5,73.0,-3
-18.0,49.5,73.5,16
2.0,47.5,96.0,12
2.0,71.5,48.0,-3
-3.0,49.0,48.5,11
18.0,50.5,25.5,4
-18.0,48.5,48.0,7
-5.0,47.5,48.0,8
34.0,48.0,48.0,7
4.0,48.0,48.0,-22
15.0,48.0,72.0,-6
3.0,48.0,48.0,4
-15.0,23.0,71.0,7
5.0,50.5,49.5,8
-9.0,48.0,46.0,-18
2.0,49.0,48.0,2
6.0,47.0,47.0,8
-6.0,24.0,48.0,3
-8.0,47.5,48.0,-11
-12.0,23.5,71.0,-24
-4.0,24.5,73.0,-10
8.0,24.0,23.5,-2
-10.0,24.0,24.0,-4
-14.0,24.0,24.0,5
6.0,23.0,46.5,-27
7.0,22.5,24.0,7
-9.0,23.5,24.0,4
-17.0,46.5,46.5,-5
15.0,41.0,41.0,-10
3.0,48.0,47.0,-7
-6.0,44.5,43.5,2
-4.0,47.0,47.0,20
4.0,44.0,44.0,-7
6.0,46.5,46.5,-15
10.0,43.5,44.0,-11
-12.0,25.5,47.0,2
-2.0,24.5,48.0,9
-13.0,46.5,48.0,17
-19.0,31.0,48.0,-5
-2.0,47.5,25.0,-11
-15.0,52.0,72.0,8
25.0,73.0,55.0,5
5.0,48.5,49.0,1
14.0,49.0,51.5,31
11.0,72.0,49.0,11
-4.0,71.0,72.0,-11
-9.0,49.0,71.5,-38
-2.0,23.5,24.5,1
0.0,24.5,48.0,-24
22.0,25.5,51.0,9
10.0,24.0,24.5,-2
8.0,24.0,73.0,23
17.0,76.5,50.5,-5
1.0,25.0,48.5,6
-18.0,23.0,48.0,-15
-3.0,97.0,47.5,3
-7.0,49.0,73.5,5
-3.0,47.5,73.0,-5
8.0,25.5,95.5,27
-9.0,24.5,48.5,-8
26.0,24.0,48.0,3
-11.0,74.0,24.0,19
-21.0,48.0,72.0,9
-9.0,49.0,48.5,-8
0.0,47.5,47.5,9
16.0,24.0,48.0,15
2.0,48.0,48.0,10
-23.0,23.0,48.0,14
-2.0,48.0,48.0,7
3.0,48.5,48.0,-6
11.0,46.5,48.0,5
1.0,47.5,47.0,-6
2.0,48.5,48.0,9
-4.0,47.0,71.0,2
0.0,23.5,24.0,10
-2.0,25.0,24.5,-14
1.0,24.5,24.5,5
-2.0,25.5,70.0,6
