Date,Home Team,Away Team,dSRS,Away Team Win Probability
,CLE,MIA,-1.244126069559056,0.4753137845874359
,DAL,IND,-0.14514735591613537,0.5302058055354919
,LAL,PHX,2.891443333650657,0.6744296199910775
,MIL,ATL,8.575287915584678,0.8658853621667737
,MIN,DET,5.303863306481059,0.7704356340070838
,OKC,HOU,-0.11184118323763315,0.5318646966049481
,SAC,NYK,1.9926801061488346,0.6337958700957046
,CHI,MIA,6.5705805828839985,0.8121614169571861
,CLE,CHA,-0.7667199485612937,0.4991640033509634
,HOU,DAL,-3.7442395437870086,0.354607318303582
,IND,POR,-1.1576719333861267,0.47962768809711237
,LAC,NOP,-9.22002569128669,0.15524985134751612
,MEM,GSW,12.88359100138818,0.9385849356289303
,ORL,DEN,0.3009081949524526,0.5523528219095022
,SAS,BRK,-13.58075171965378,0.07134895515149901
,UTA,SAC,-8.047201773469872,0.18855293642801588
,WAS,MIL,-5.2863450140189325,0.287559008669697
,DET,PHI,-11.700152095294987,0.10064934002632359
,LAL,NYK,6.331505784381887,0.8047578995264488
,MIN,GSW,13.118878667603004,0.9412421530713446
,OKC,BOS,-3.4798595498282756,0.36679946061842317
,PHX,NOP,1.6710918721064214,0.6187434864595018
,DAL,DEN,-4.083841509277203,0.339220849327787
,HOU,BRK,-11.702564726034229,0.10060567063345172
,IND,CHA,4.98172723699576,0.7588427650622953
,LAC,POR,-4.816933284942542,0.3071692895352031
,MIA,WAS,-3.1688362135219315,0.38136294120490094
,SAC,LAL,-4.338825678233053,0.32788530500933644
,TOR,MIL,-6.946655859320316,0.22455242640488526
,ATL,ORL,-8.864030152355333,0.16481824776032059
,CHI,MIN,-3.113933411334582,0.3839568857243211
,CLE,MEM,-10.693352397562812,0.12039759031590194
,NOP,GSW,13.499450129112699,0.945312997800667
,PHX,NYK,3.4400624507312303,0.6980464584138842
,POR,OKC,5.158900016326904,0.7652677021368868
,BRK,LAL,-2.3101217191562693,0.42262069656419177
,DAL,DET,-0.02147692765565834,0.5363618467013508
,HOU,SAC,-9.673860766957446,0.14371486949275386
,MEM,CLE,10.693352397562812,0.9079343763148888
,MIA,IND,-4.504321115997998,0.3206330200829861
,ORL,LAC,7.898863699869936,0.8493833488975712
,PHI,TOR,14.57227741481196,0.9554025242420587
,SAS,BOS,-5.246205360210194,0.28920648226859647
,UTA,OKC,1.738500176725207,0.621918678932472
,WAS,CHA,3.6462423345196937,0.7066664607686715
,DEN,POR,2.7810222199749415,0.6695619389063078
,GSW,NYK,-11.730479550487889,0.10010162592142863
,MIL,CHI,1.8846006446568648,0.6287644949273741
,NOP,IND,5.560764339730276,0.77939648937415
,PHX,SAS,12.999430105159393,0.9399069123991332
,BOS,CHA,4.460358703883259,0.739249552012351
,CHI,MIL,-1.8846006446568648,0.44351215285595513
,HOU,NOP,-9.45015123943342,0.1493090925279197
,MEM,SAC,-0.8395686552485433,0.49552168699514276
,MIA,LAC,-0.8450597644415829,0.49524715493843635
,ORL,BRK,-3.573575478017564,0.3624571810678795
,PHI,LAL,1.4531821215471563,0.6084106674669888
,TOR,ATL,1.6286320562643617,0.6167382224922454
,UTA,DAL,-2.1175805502994347,0.4320440996159018
,WAS,DET,-1.2118144742155894,0.47692567769374844
,ATL,CHA,0.3572994329539485,0.5551397970802029
,CLE,LAL,-15.871746731044407,0.04633789420524512
,DEN,NYK,0.14690039225560136,0.5447251563074105
,DET,IND,-0.12367042826047703,0.53127559240357
,GSW,POR,-9.096357722768548,0.15852132503337335
,MIN,HOU,9.069579777923726,0.8769561241426872
,OKC,PHX,-11.233084294777473,0.10942607971468471
,DAL,SAC,-5.929621223170437,0.2619371788933756
,MEM,UTA,7.207633118221328,0.830830779919991
,MIA,BOS,-3.9829525828854964,0.34375826739927157
,ORL,TOR,7.235398096090971,0.8316098257849802
,PHI,BRK,3.7633038407034256,0.711495984239854
,SAS,NOP,-11.328338233052971,0.10758330942164362
,WAS,LAC,2.3237764490803485,0.649024783349857
,CHI,DET,2.189929895146478,0.6429029024506037
,DEN,DAL,4.083841509277203,0.7244748833920283
,IND,WAS,1.3354849024760664,0.6027883745322613
,MIN,PHX,-2.0516633336161147,0.43528193310701746
,OKC,ATL,0.6231997211010345,0.5682316479648986
,CHA,LAL,-15.105026782483115,0.053605625303066645
,GSW,UTA,-5.675957883166852,0.2718628768202352
,HOU,SAS,1.8781869936195514,0.6284650309995233
,LAC,DEN,-7.597955504917483,0.20268591825214163
,MEM,BOS,5.46627374511826,0.7761300422804986
,MIA,ORL,-8.743923464311518,0.1681515393443487
,MIL,CLE,9.699307297099919,0.8899138539398057
,NYK,IND,3.791793761105467,0.7126641953177177
,PHI,NOP,6.015717327304235,0.7946430711864314
,SAC,POR,4.626801933868174,0.7456149759195246
,TOR,BRK,-10.808973574108535,0.11797010398635062
,ATL,MIN,-9.804620682262394,0.14052647257448103
,CHI,WAS,3.401744369362067,0.6964286923159067
,CLE,MIL,-9.699307297099919,0.14308970979955682
,DET,MEM,-5.068575640266236,0.2965637337906615
,NOP,OKC,9.561992422671054,0.8871944344009146
,PHX,HOU,11.12124311153984,0.9148424365913778
,POR,DAL,1.302819289302262,0.6012230736761773
,UTA,SAC,-8.047201773469872,0.18855293642801588
,BRK,GSW,15.751863615713507,0.9644415951095159
,IND,BOS,0.5213685331125013,0.5632281247027788
,LAC,SAS,2.1083125417662805,0.639146701709122
,MIA,LAL,-14.627620661485352,0.058661225665537844
,NYK,ORL,-0.44780858720805394,0.5151049729833423
,BOS,OKC,3.4798595498282756,0.6997214765906354
,CHA,CHI,-7.047986703881761,0.22104321555090933
,CLE,BRK,-13.56162501188814,0.07160283169099833
,DEN,ATL,8.56312195740288,0.8656025490872385
,DET,GSW,7.8150153611219455,0.8472253909163482
,LAC,DAL,-3.5141139956402796,0.36520974633095826
,MEM,HOU,8.834292111708901,0.8717876972167806
,MIL,WAS,5.2863450140189325,0.7698153738911924
,MIN,SAC,-0.6042809890337191,0.5072854348917997
,NOP,MIA,10.065085455728273,0.8968789249283304
,ORL,LAL,-5.883697197173833,0.2637167199636296
,PHX,PHI,-4.344625455197813,0.32762972911603155
,POR,SAS,6.925245826708823,0.8227438666317953
,UTA,TOR,0.7330678415618799,0.5736144674833002
,CLE,GSW,2.1902386038253683,0.6429170769167061
,LAL,LAC,13.78256089704377,0.9481674199240326
,NYK,BOS,4.313162294217968,0.7335350095520815
,OKC,MIN,-9.18142096116136,0.15626513026543867
,SAS,CHI,-7.833833360208696,0.19516896788647264
,BRK,CHA,12.794905063326844,0.9375545175349136
,CHI,IND,2.0662594668860006,0.6372046312738947
,DET,CLE,5.624776757296576,0.7815898421725781
,HOU,PHX,-11.12124311153984,0.11162502872235387
,LAC,DEN,-7.597955504917483,0.20268591825214163
,MIN,ATL,9.804620682262394,0.8919604217849121
,NOP,DAL,5.705911695646411,0.7843472451079824
,ORL,MEM,-0.7053028636922374,0.5022348419325974
,POR,TOR,4.153467681163577,0.7272458074118853
,SAC,PHI,-5.792007799780209,0.2672927845427328
,WAS,MIL,-5.2863450140189325,0.287559008669697
,BOS,MEM,-5.46627374511826,0.2802433675259158
,DAL,HOU,3.7442395437870086,0.7107126899934555
,LAL,UTA,12.386027451702924,0.9325920873439403
,MIA,OKC,-0.5030930330572208,0.5123428402584316
,ATL,NYK,-8.416221565147278,0.17751949986655244
,CHI,BRK,-5.746918359445084,0.2690626160866549
,DEN,MIN,-1.2414987248595142,0.47544483329371756
,DET,MIL,-4.074530539803343,0.33963838510016703
,GSW,TOR,-4.942890041604972,0.30183435637409645
,NOP,LAC,9.22002569128669,0.8801662176947094
,ORL,CHA,9.221329585309281,0.8801937202595216
,POR,SAC,-4.626801933868174,0.3153206893179386
,SAS,PHX,-12.999430105159393,0.07944688464504437
,WAS,IND,-1.3354849024760664,0.4707591590532988
,CHA,MIA,-0.47740612099776225,0.5136263189951387
,CLE,BOS,-5.227078652444552,0.2899934764243305
,LAL,DAL,10.26844690140349,0.9005803295573365
,MEM,OKC,8.946133294946534,0.8742671592768345
,PHX,TOR,10.227651959614146,0.899847419949732
,UTA,PHI,-13.83920957325008,0.06799893496514564
,ATL,DET,-4.500757375781335,0.3207882960422271
,BOS,MIA,3.9829525828854964,0.7204289867175135
,DEN,PHI,-7.637787513673443,0.2014015620008425
,GSW,DAL,-7.793538433466287,0.1964379681187757
,HOU,LAC,-0.23012554814672903,0.5259703301846955
,IND,CHI,-2.0662594668860006,0.43456448946847226
,MIN,MIL,1.2293327666777167,0.5976941512766035
,NOP,NYK,1.7689705786248089,0.6233505473314499
,SAS,POR,-6.925245826708823,0.22529892568386714
,WAS,BRK,-9.148662728807151,0.15713088748303827
,CHI,MIL,-1.8846006446568648,0.44351215285595513
,CHA,CLE,0.7667199485612937,0.5752597786843664
,HOU,NYK,-7.681180660808611,0.20000931679605652
,OKC,LAC,-0.3419667313843622,0.5203903486447299
,SAC,MEM,0.8395686552485433,0.5788157284464228
,UTA,PHX,-9.494584118052266,0.14818387032024247
,ATL,SAS,1.1431460892808838,0.5935424444517999
,IND,ORL,-4.239602348313521,0.3322734476241545
,LAL,TOR,13.119095293264804,0.9412445491376833
,MIA,DET,-4.380650687737521,0.3260445158932673
,MIN,POR,4.022520944834455,0.7220201040231389
,BRK,UTA,10.075905732546655,0.8970789003436394
,CHI,CHA,7.047986703881761,0.826295566411211
,CLE,NOP,-11.30921152528733,0.10795112887351992
,GSW,DEN,-11.87737994274349,0.0974859503825713
,HOU,WAS,-2.5539019972270776,0.41077066637767456
,LAC,PHX,-10.891117563393113,0.11627133585159541
,MIL,OKC,7.952088194483643,0.8507401056005955
,NYK,ORL,-0.44780858720805394,0.5151049729833423
,BOS,UTA,1.7413593731030688,0.6220531294611645
